stfips,ctfips,st,cty,lon,lat,Uppm
29,49,MO,CLINTON,-94.404,39.602,2.01828
29,51,MO,COLE,-92.28,38.506,1.76109
29,53,MO,COOPER,-92.81,38.845,1.87938
29,55,MO,CRAWFORD,-91.304,37.976,1.74754
29,57,MO,DADE,-93.85,37.432,1.84319
29,59,MO,DALLAS,-93.023,37.68,1.78492
29,61,MO,DAVIESS,-93.985,39.961,1.9292
29,63,MO,DEKALB,-94.405,39.893,1.8837
29,65,MO,DENT,-91.508,37.607,1.77056
29,67,MO,DOUGLAS,-92.499,36.933,1.76801
29,69,MO,DUNKLIN,-90.09,36.272,1.82258
29,71,MO,FRANKLIN,-91.075,38.411,1.72085
29,73,MO,GASCONADE,-91.508,38.44,1.77434
29,75,MO,GENTRY,-94.41,40.212,2.04495
29,77,MO,GREENE,-93.342,37.258,1.84293
29,79,MO,GRUNDY,-93.565,40.114,1.84854
29,81,MO,HARRISON,-93.992,40.355,1.88578
29,83,MO,HENRY,-93.792,38.385,2.13755
29,85,MO,HICKORY,-93.321,37.941,1.68802
29,87,MO,HOLT,-95.216,40.094,2.07192
29,89,MO,HOWARD,-92.696,39.143,1.83228
29,91,MO,HOWELL,-91.886,36.774,2.02058
29,93,MO,IRON,-90.773,37.555,1.85198
29,95,MO,JACKSON,-94.347,39.008,2.10811
29,97,MO,JASPER,-94.34,37.203,1.79311
29,99,MO,JEFFERSON,-90.538,38.261,1.63217
29,101,MO,JOHNSON,-93.806,38.744,2.09884
29,103,MO,KNOX,-92.148,40.128,1.80362
29,105,MO,LACLEDE,-92.59,37.658,1.74738
29,107,MO,LAFAYETTE,-93.786,39.066,2.08563
29,109,MO,LAWRENCE,-93.833,37.106,2.01343
29,111,MO,LEWIS,-91.722,40.097,1.83905
29,113,MO,LINCOLN,-90.961,39.058,1.85501
29,115,MO,LINN,-93.107,39.87,1.8345
29,117,MO,LIVINGSTON,-93.548,39.782,2.08796
29,119,MO,MCDONALD,-94.348,36.629,1.32068
29,121,MO,MACON,-92.564,39.831,1.78025
29,123,MO,MADISON,-90.345,37.478,2.09574
29,125,MO,MARIES,-91.925,38.162,1.73768
29,127,MO,MARION,-91.623,39.806,1.8816
29,129,MO,MERCER,-93.568,40.422,1.78604
29,131,MO,MILLER,-92.428,38.214,1.64694
29,133,MO,MISSISSIPPI,-89.29,36.832,1.88396
29,135,MO,MONITEAU,-92.581,38.635,1.80831
29,137,MO,MONROE,-92.001,39.495,1.9662
29,139,MO,MONTGOMERY,-91.47,38.941,1.94121
29,141,MO,MORGAN,-92.886,38.424,1.66392
29,143,MO,NEWMADRID,-89.653,36.595,1.86889
29,145,MO,NEWTON,-94.339,36.905,1.60512
29,147,MO,NODAWAY,-94.883,40.361,2.10428
29,149,MO,OREGON,-91.403,36.687,1.97126
29,151,MO,OSAGE,-91.861,38.46,1.72359
29,153,MO,OZARK,-92.444,36.649,1.70759
29,155,MO,PEMISCOT,-89.785,36.21,2.02808
29,157,MO,PERRY,-89.826,37.708,2.24009
29,159,MO,PETTIS,-93.285,38.728,1.92957
29,161,MO,PHELPS,-91.792,37.877,1.74171
29,163,MO,PIKE,-91.171,39.344,1.85036
29,165,MO,PLATTE,-94.773,39.381,2.12421
29,167,MO,POLK,-93.4,37.616,1.77261
29,169,MO,PULASKI,-92.207,37.825,1.63466
29,171,MO,PUTNAM,-93.016,40.479,1.96881
29,173,MO,RALLS,-91.521,39.528,1.99184
29,175,MO,RANDOLPH,-92.497,39.44,1.84973
29,177,MO,RAY,-93.99,39.352,2.11137
29,179,MO,REYNOLDS,-90.969,37.362,1.5931
29,181,MO,RIPLEY,-90.864,36.653,2.04573
29,183,MO,STCHARLES,-90.675,38.782,1.83885
29,185,MO,STCLAIR,-93.776,38.037,1.76477
29,186,MO,STEGENEVIEVE,-90.195,37.894,1.87553
29,187,MO,STFRANCOIS,-90.473,37.81,2.17261
29,189,MO,STLOUIS,-90.444,38.64,1.68632
29,195,MO,SALINE,-93.203,39.136,1.91947
29,197,MO,SCHUYLER,-92.521,40.47,1.85322
29,199,MO,SCOTLAND,-92.147,40.453,1.8927
29,201,MO,SCOTT,-89.569,37.053,1.88461
29,203,MO,SHANNON,-91.4,37.157,1.73471
29,205,MO,SHELBY,-92.076,39.798,1.92933
29,207,MO,STODDARD,-89.944,36.855,2.13528
29,209,MO,STONE,-93.456,36.747,1.53779
29,211,MO,SULLIVAN,-93.111,40.211,1.68652
29,213,MO,TANEY,-93.041,36.655,1.70124
29,215,MO,TEXAS,-91.965,37.317,1.72108
29,217,MO,VERNON,-94.342,37.851,2.00349
29,219,MO,WARREN,-91.161,38.764,1.80803
29,221,MO,WASHINGTON,-90.877,37.962,1.88613
29,223,MO,WAYNE,-90.461,37.113,1.82299
29,225,MO,WEBSTER,-92.876,37.281,1.72279
29,227,MO,WORTH,-94.422,40.479,1.95476
29,229,MO,WRIGHT,-92.469,37.27,1.63339
29,510,MO,XSTLOUIS,-90.245,38.636,1.66622
30,1,MT,BEAVERHEAD,-112.899,45.135,1.85305
30,3,MT,BIGHORN,-107.489,45.423,2.05337
30,5,MT,BLAINE,-108.958,48.433,2.01413
30,7,MT,BROADWATER,-111.495,46.332,2.02813
30,9,MT,CARBON,-109.028,45.227,2.01735
30,11,MT,CARTER,-104.536,45.517,1.92659
30,13,MT,CASCADE,-111.347,47.309,1.916
30,15,MT,CHOUTEAU,-110.434,47.881,2.02385
30,17,MT,CUSTER,-105.571,46.253,1.90913
30,19,MT,DANIELS,-105.548,48.784,1.92834
30,21,MT,DAWSON,-104.9,47.266,2.1862
30,23,MT,DEERLODGE,-113.067,46.06,2.10946
30,25,MT,FALLON,-104.417,46.334,1.82282
30,27,MT,FERGUS,-109.224,47.263,1.84421
30,29,MT,FLATHEAD,-114.05,48.294,1.84213
30,31,MT,GALLATIN,-111.172,45.567,2.00627
30,33,MT,GARFIELD,-106.993,47.278,2.05894
30,35,MT,GLACIER,-112.997,48.705,1.72213
30,37,MT,GOLDENVALLEY,-109.174,46.381,1.62803
30,39,MT,GRANITE,-113.441,46.404,1.92475
30,41,MT,HILL,-110.111,48.628,2.03569
30,43,MT,JEFFERSON,-112.092,46.148,2.68655
30,45,MT,JUDITHBASIN,-110.266,47.045,1.78711
30,47,MT,LAKE,-114.088,47.647,1.95094
30,49,MT,LEWISANDCLARK,-112.388,47.122,2.04222
30,51,MT,LIBERTY,-111.024,48.562,1.96185
30,53,MT,LINCOLN,-115.404,48.543,1.92258
30,55,MT,MCCONE,-105.794,47.644,2.04577
30,57,MT,MADISON,-111.92,45.301,2.02894
30,59,MT,MEAGHER,-110.885,46.599,1.92651
30,61,MT,MINERAL,-114.999,47.148,1.79396
30,63,MT,MISSOULA,-113.923,47.037,2.10407
30,65,MT,MUSSELSHELL,-108.397,46.496,2.03457
30,67,MT,PARK,-110.521,45.514,1.71988
30,69,MT,PETROLEUM,-108.25,47.117,2.15612
30,71,MT,PHILLIPS,-107.913,48.26,1.92124
30,73,MT,PONDERA,-112.225,48.228,1.56972
30,75,MT,POWDERRIVER,-105.629,45.395,1.984
30,77,MT,POWELL,-112.934,46.856,2.07346
30,79,MT,PRAIRIE,-105.378,46.861,1.99688
30,81,MT,RAVALLI,-114.121,46.08,1.78749
30,83,MT,RICHLAND,-104.562,47.788,2.04774
30,85,MT,ROOSEVELT,-105.016,48.294,1.80207
30,87,MT,ROSEBUD,-106.73,46.23,2.14829
30,89,MT,SANDERS,-115.131,47.674,2.14001
30,91,MT,SHERIDAN,-104.504,48.721,1.78493
30,93,MT,SILVERBOW,-112.656,45.903,2.50843
30,95,MT,STILLWATER,-109.394,45.67,1.73893
30,97,MT,SWEETGRASS,-109.941,45.814,1.62948
30,99,MT,TETON,-112.241,47.838,1.59481
30,101,MT,TOOLE,-111.695,48.655,1.99772
30,103,MT,TREASURE,-107.271,46.212,2.13425
30,105,MT,VALLEY,-106.666,48.365,1.8786
30,107,MT,WHEATLAND,-109.843,46.466,1.5977
30,109,MT,WIBAUX,-104.249,46.966,2.07266
30,111,MT,YELLOWSTONE,-108.274,45.937,2.05174
30,113,MT,YELLOWSTONENATIONA,-110.777,44.933,0
31,1,NE,ADAMS,-98.501,40.524,2.25102
31,3,NE,ANTELOPE,-98.066,42.177,1.44154
31,5,NE,ARTHUR,-101.695,41.569,1.11126
31,7,NE,BANNER,-103.71,41.546,2.65594
31,9,NE,BLAINE,-99.976,41.913,1.13569
31,11,NE,BOONE,-98.067,41.707,2.11868
31,13,NE,BOXBUTTE,-103.086,42.219,1.94959
31,15,NE,BOYD,-98.766,42.9,1.48425
31,17,NE,BROWN,-99.929,42.43,1.02353
31,19,NE,BUFFALO,-99.075,40.855,2.21772
31,21,NE,BURT,-96.329,41.852,2.12906
31,23,NE,BUTLER,-97.13,41.224,2.21674
31,25,NE,CASS,-96.142,40.909,2.00494
31,27,NE,CEDAR,-97.252,42.599,1.85912
31,29,NE,CHASE,-101.697,40.524,1.76349
31,31,NE,CHERRY,-101.118,42.545,1.06247
31,33,NE,CHEYENNE,-102.994,41.22,2.64951
31,35,NE,CLAY,-98.051,40.524,2.17826
31,37,NE,COLFAX,-97.086,41.573,2.0256
31,39,NE,CUMING,-96.787,41.916,2.00179
31,41,NE,CUSTER,-99.726,41.394,2.19994
31,43,NE,DAKOTA,-96.564,42.391,2.02986
31,45,NE,DAWES,-103.135,42.72,2.61417
31,47,NE,DAWSON,-99.819,40.87,2.31123
31,49,NE,DEUEL,-102.333,41.112,2.30999
31,51,NE,DIXON,-96.868,42.493,1.95355
31,53,NE,DODGE,-96.654,41.578,2.16153
31,55,NE,DOUGLAS,-96.155,41.295,2.05201
31,57,NE,DUNDY,-101.688,40.176,1.73761
31,59,NE,FILLMORE,-97.596,40.525,2.15794
31,61,NE,FRANKLIN,-98.952,40.176,2.1328
31,63,NE,FRONTIER,-100.394,40.53,2.20885
31,65,NE,FURNAS,-99.912,40.176,2.23495
31,67,NE,GAGE,-96.689,40.262,2.07232
31,69,NE,GARDEN,-102.335,41.619,1.28583
31,71,NE,GARFIELD,-98.991,41.914,1.26139
31,73,NE,GOSPER,-99.83,40.515,2.32376
31,75,NE,GRANT,-101.74,41.915,1.01865
31,77,NE,GREELEY,-98.521,41.567,1.99576
31,79,NE,HALL,-98.502,40.872,1.99348
31,81,NE,HAMILTON,-98.023,40.873,2.20031
31,83,NE,HARLAN,-99.404,40.176,2.23914
31,85,NE,HAYES,-101.061,40.525,2.15578
31,87,NE,HITCHCOCK,-101.042,40.176,2.27097
31,89,NE,HOLT,-98.784,42.456,1.01447
31,91,NE,HOOKER,-101.135,41.916,1.06815
31,93,NE,HOWARD,-98.517,41.22,2.14528
31,95,NE,JEFFERSON,-97.142,40.176,2.0993
31,97,NE,JOHNSON,-96.265,40.393,2.0006
31,99,NE,KEARNEY,-98.948,40.507,2.06971
31,101,NE,KEITH,-101.661,41.199,2.08845
31,103,NE,KEYAPAHA,-99.711,42.879,1.26478
31,105,NE,KIMBALL,-103.714,41.198,2.50213
31,107,NE,KNOX,-97.891,42.637,1.72736
31,109,NE,LANCASTER,-96.687,40.784,1.81756
31,111,NE,LINCOLN,-100.745,41.048,1.82514
31,113,NE,LOGAN,-100.482,41.566,1.25973
31,115,NE,LOUP,-99.454,41.914,1.25639
31,117,NE,MCPHERSON,-101.06,41.568,1.08015
31,119,NE,MADISON,-97.601,41.917,1.87465
31,121,NE,MERRICK,-98.038,41.17,1.89514
31,123,NE,MORRILL,-103.01,41.716,1.86636
31,125,NE,NANCE,-97.992,41.397,2.1105
31,127,NE,NEMAHA,-95.85,40.388,2.16311
31,129,NE,NUCKOLLS,-98.047,40.176,2.19769
31,131,NE,OTOE,-96.13,40.648,1.97968
31,133,NE,PAWNEE,-96.237,40.131,1.80033
31,135,NE,PERKINS,-101.649,40.851,2.1687
31,137,NE,PHELPS,-99.414,40.511,2.13611
31,139,NE,PIERCE,-97.601,42.264,1.6843
31,141,NE,PLATTE,-97.519,41.57,2.05316
31,143,NE,POLK,-97.568,41.187,2.15165
31,145,NE,REDWILLOW,-100.476,40.176,2.09271
31,147,NE,RICHARDSON,-95.717,40.125,2.17312
31,149,NE,ROCK,-99.45,42.421,0.919848
31,151,NE,SALINE,-97.141,40.524,2.09282
31,153,NE,SARPY,-96.112,41.113,1.9728
31,155,NE,SAUNDERS,-96.637,41.226,2.14271
31,157,NE,SCOTTSBLUFF,-103.707,41.851,2.37629
31,159,NE,SEWARD,-97.139,40.872,1.97108
31,161,NE,SHERIDAN,-102.408,42.504,1.47233
31,163,NE,SHERMAN,-98.976,41.221,2.4429
31,165,NE,SIOUX,-103.759,42.488,2.58793
31,167,NE,STANTON,-97.194,41.917,1.94097
31,169,NE,THAYER,-97.594,40.176,2.15106
31,171,NE,THOMAS,-100.555,41.914,1.05549
31,173,NE,THURSTON,-96.543,42.158,2.05205
31,175,NE,VALLEY,-98.981,41.567,2.2581
31,177,NE,WASHINGTON,-96.227,41.532,2.29646
31,179,NE,WAYNE,-97.119,42.209,2.00513
31,181,NE,WEBSTER,-98.5,40.176,2.22132
31,183,NE,WHEELER,-98.528,41.915,1.17627
31,185,NE,YORK,-97.597,40.873,2.08426
32,1,NV,CHURCHILL,-118.335,39.581,2.85236
32,3,NV,CLARK,-115.017,36.214,2.24621
32,5,NV,DOUGLAS,-119.616,38.912,2.48369
32,7,NV,ELKO,-115.357,41.146,2.39774
32,9,NV,ESMERALDA,-117.631,37.785,3.35566
32,11,NV,EUREKA,-116.268,39.985,2.57483
32,13,NV,HUMBOLDT,-118.111,41.407,2.2245
32,15,NV,LANDER,-117.037,39.934,3.03217
32,17,NV,LINCOLN,-114.877,37.643,2.90653
32,19,NV,LYON,-119.188,39.018,2.66863
32,21,NV,MINERAL,-118.434,38.539,2.89558
32,23,NV,NYE,-116.472,38.047,3.15998
32,27,NV,PERSHING,-118.403,40.44,2.27649
32,29,NV,STOREY,-119.528,39.447,2.14178
32,31,NV,WASHOE,-119.663,40.664,1.69755
32,33,NV,WHITEPINE,-114.901,39.442,2.59174
32,510,NV,XCARSONCITY,-119.746,39.151,3.09536
33,1,NH,BELKNAP,-71.425,43.519,2.41738
33,3,NH,CARROLL,-71.204,43.874,3.19874
33,5,NH,CHESHIRE,-72.252,42.919,2.02854
33,7,NH,COOS,-71.306,44.691,1.7299
33,9,NH,GRAFTON,-71.821,43.941,2.44206
33,11,NH,HILLSBOROUGH,-71.716,42.915,2.51373
33,13,NH,MERRIMACK,-71.681,43.297,2.39189
33,15,NH,ROCKINGHAM,-71.094,42.985,2.48738
33,17,NH,STRAFFORD,-71.029,43.296,3.02936
33,19,NH,SULLIVAN,-72.223,43.361,2.15069
34,1,NJ,ATLANTIC,-74.635,39.468,0.723289
34,3,NJ,BERGEN,-74.075,40.96,2.14281
34,5,NJ,BURLINGTON,-74.668,39.877,1.27026
34,7,NJ,CAMDEN,-74.96,39.804,0.982676
34,9,NJ,CAPEMAY,-74.852,39.087,0.651506
34,11,NJ,CUMBERLAND,-75.129,39.328,0.90421
34,13,NJ,ESSEX,-74.247,40.787,2.16888
34,15,NJ,GLOUCESTER,-75.142,39.717,1.11857
34,17,NJ,HUDSON,-74.076,40.731,0
34,19,NJ,HUNTERDON,-74.913,40.567,3.30929
34,21,NJ,MERCER,-74.702,40.283,2.40193
34,23,NJ,MIDDLESEX,-74.41,40.44,2.22194
34,25,NJ,MONMOUTH,-74.159,40.287,1.87582
34,27,NJ,MORRIS,-74.545,40.862,2.83872
34,29,NJ,OCEAN,-74.254,39.868,0.907343
34,31,NJ,PASSAIC,-74.3,41.034,2.36354
34,33,NJ,SALEM,-75.357,39.577,1.40369
34,35,NJ,SOMERSET,-74.617,40.564,3.11773
34,37,NJ,SUSSEX,-74.69,41.139,2.69
34,39,NJ,UNION,-74.309,40.66,2.26406
34,41,NJ,WARREN,-74.998,40.857,3.40496
35,1,NM,BERNALILLO,-106.67,35.051,2.06597
35,3,NM,CATRON,-108.404,33.915,1.96104
35,5,NM,CHAVES,-104.466,33.363,1.66511
35,6,NM,CIBOLA,-107.999,34.913,0
35,7,NM,COLFAX,-104.646,36.606,2.57375
35,9,NM,CURRY,-103.346,34.574,1.68689
35,11,NM,DEBACA,-104.411,34.342,1.45454
35,13,NM,DONAANA,-106.832,32.352,2.07372
35,15,NM,EDDY,-104.304,32.471,1.70007
35,17,NM,GRANT,-108.382,32.739,1.95531
35,19,NM,GUADALUPE,-104.79,34.863,1.56513
35,21,NM,HARDING,-103.819,35.858,1.95092
35,23,NM,HIDALGO,-108.714,31.914,2.27703
35,25,NM,LEA,-103.412,32.792,1.25473
35,27,NM,LINCOLN,-105.459,33.745,1.88639
35,28,NM,LOSALAMOS,-106.307,35.87,2.99693
35,29,NM,LUNA,-107.749,32.182,2.25257
35,31,NM,MCKINLEY,-108.261,35.581,2.34183
35,33,NM,MORA,-104.945,36.01,2.21503
35,35,NM,OTERO,-105.741,32.613,1.96663
35,37,NM,QUAY,-103.549,35.104,1.83082
35,39,NM,RIOARRIBA,-106.693,36.51,2.1832
35,41,NM,ROOSEVELT,-103.48,34.021,1.31947
35,43,NM,SANDOVAL,-106.866,35.689,2.46291
35,43,NM,SANDOVAL,-106.257,35.851,2.46291
35,45,NM,SANJUAN,-108.32,36.508,2.24587
35,47,NM,SANMIGUEL,-104.816,35.48,1.96805
35,49,NM,SANTAFE,-105.976,35.507,2.3925
35,51,NM,SIERRA,-107.192,33.13,2.3138
35,53,NM,SOCORRO,-106.93,34.007,2.20152
35,55,NM,TAOS,-105.63,36.579,2.77226
35,57,NM,TORRANCE,-105.85,34.641,1.66387
35,59,NM,UNION,-103.47,36.482,2.02809
35,61,NM,VALENCIA,-106.808,34.715,2.00189
36,1,NY,ALBANY,-73.974,42.6,2.18174
36,3,NY,ALLEGANY,-78.028,42.257,1.83931
36,5,NY,BRONX,-73.853,40.849,0
36,7,NY,BROOME,-75.819,42.16,2.56883
36,9,NY,CATTARAUGUS,-78.679,42.249,1.70928
36,11,NY,CAYUGA,-76.562,42.947,1.32426
36,13,NY,CHAUTAUQUA,-79.406,42.303,1.87422
36,15,NY,CHEMUNG,-76.76,42.141,2.35039
36,17,NY,CHENANGO,-75.612,42.493,2.20914
36,19,NY,CLINTON,-73.678,44.746,0.931623
36,21,NY,COLUMBIA,-73.632,42.25,2.14272
36,23,NY,CORTLAND,-76.071,42.595,1.89444
36,25,NY,DELAWARE,-74.966,42.199,2.15444
36,27,NY,DUTCHESS,-73.743,41.765,2.32878
36,29,NY,ERIE,-78.779,42.758,1.89237
36,31,NY,ESSEX,-73.773,44.117,0.777935
36,33,NY,FRANKLIN,-74.304,44.593,0.857358
36,35,NY,FULTON,-74.422,43.114,1.43057
36,37,NY,GENESEE,-78.194,43.001,1.47474
36,39,NY,GREENE,-74.123,42.276,2.17621
36,41,NY,HAMILTON,-74.498,43.661,1.09377
36,43,NY,HERKIMER,-74.963,43.42,1.70025
36,45,NY,JEFFERSON,-76.051,43.998,1.4305
36,47,NY,KINGS,-73.951,40.634,0
36,49,NY,LEWIS,-75.449,43.785,1.61014
36,51,NY,LIVINGSTON,-77.776,42.728,1.48186
36,53,NY,MADISON,-75.67,42.913,2.00935
36,55,NY,MONROE,-77.681,43.309,1.12286
36,57,NY,MONTGOMERY,-74.44,42.902,2.30833
36,59,NY,NASSAU,-73.586,40.734,0
36,61,NY,NEWYORK,-73.97,40.774,0
36,63,NY,NIAGARA,-78.757,43.33,1.60326
36,65,NY,ONEIDA,-75.436,43.242,1.80289
36,67,NY,ONONDAGA,-76.195,43.005,1.38701
36,69,NY,ONTARIO,-77.3,42.853,1.30964
36,71,NY,ORANGE,-74.306,41.402,2.29153
36,73,NY,ORLEANS,-78.231,43.382,1.42713
36,75,NY,OSWEGO,-76.209,43.464,0.9826
36,77,NY,OTSEGO,-75.033,42.634,2.31432
36,79,NY,PUTNAM,-73.75,41.427,2.43399
36,81,NY,QUEENS,-73.839,40.656,0
36,83,NY,RENSSELAER,-73.51,42.711,2.11607
36,85,NY,RICHMOND,-74.139,40.562,1.41378
36,87,NY,ROCKLAND,-74.024,41.153,2.37783
36,89,NY,STLAWRENCE,-75.069,44.496,1.39809
36,91,NY,SARATOGA,-73.864,43.107,1.50924
36,93,NY,SCHENECTADY,-74.058,42.818,2.17956
36,95,NY,SCHOHARIE,-74.443,42.588,2.30353
36,97,NY,SCHUYLER,-76.876,42.395,1.91838
36,99,NY,SENECA,-76.824,42.78,1.37068
36,101,NY,STEUBEN,-77.384,42.268,2.14953
36,103,NY,SUFFOLK,-72.688,40.94,0
36,105,NY,SULLIVAN,-74.769,41.717,1.94602
36,107,NY,TIOGA,-76.307,42.17,2.33973
36,109,NY,TOMPKINS,-76.474,42.452,1.73133
36,111,NY,ULSTER,-74.259,41.888,1.96018
36,113,NY,WARREN,-73.846,43.561,1.37668
36,115,NY,WASHINGTON,-73.431,43.312,1.85205
36,117,NY,WAYNE,-77.048,43.327,0.945246
36,119,NY,WESTCHESTER,-73.754,41.151,1.96774
36,121,NY,WYOMING,-78.225,42.702,1.75809
36,123,NY,YATES,-77.108,42.635,1.55858
37,1,NC,ALAMANCE,-79.4,36.044,1.16491
37,3,NC,ALEXANDER,-81.178,35.921,2.81172
37,5,NC,ALLEGHANY,-81.128,36.491,2.00715
37,7,NC,ANSON,-80.103,34.974,1.80834
37,9,NC,ASHE,-81.501,36.435,1.50096
37,11,NC,AVERY,-81.923,36.076,1.98565
37,13,NC,BEAUFORT,-76.846,35.485,1.07957
37,15,NC,BERTIE,-76.967,36.063,1.54837
37,17,NC,BLADEN,-78.564,34.614,0.996228
37,19,NC,BRUNSWICK,-78.226,34.032,0.641192
37,21,NC,BUNCOMBE,-82.531,35.611,2.40757
37,23,NC,BURKE,-81.705,35.749,2.30047
37,25,NC,CABARRUS,-80.552,35.387,1.53195
37,27,NC,CALDWELL,-81.547,35.953,2.37741
37,29,NC,CAMDEN,-76.165,36.345,0.884164
37,31,NC,CARTERET,-76.541,34.864,0.56859
37,33,NC,CASWELL,-79.334,36.393,1.44062
37,35,NC,CATAWBA,-81.214,35.662,2.29094
37,37,NC,CHATHAM,-79.256,35.703,1.17788
37,39,NC,CHEROKEE,-84.063,35.133,2.31032
37,41,NC,CHOWAN,-76.602,36.128,1.10222
37,43,NC,CLAY,-83.75,35.057,2.33283
37,45,NC,CLEVELAND,-81.556,35.334,2.86432
37,47,NC,COLUMBUS,-78.654,34.265,1.05964
37,49,NC,CRAVEN,-77.082,35.122,1.12448
37,51,NC,CUMBERLAND,-78.828,35.048,1.39865
37,53,NC,CURRITUCK,-75.938,36.369,0.796653
37,55,NC,DARE,-75.688,35.664,0.209574
37,57,NC,DAVIDSON,-80.212,35.793,1.74374
37,59,NC,DAVIE,-80.544,35.928,2.1155
37,61,NC,DUPLIN,-77.934,34.936,1.01642
37,63,NC,DURHAM,-78.876,36.036,1.53026
37,65,NC,EDGECOMBE,-77.597,35.913,1.7173
37,67,NC,FORSYTH,-80.256,36.131,2.50024
37,69,NC,FRANKLIN,-78.286,36.083,2.34533
37,71,NC,GASTON,-81.181,35.294,2.11668
37,73,NC,GATES,-76.701,36.445,1.41418
37,75,NC,GRAHAM,-83.834,35.35,1.98405
37,77,NC,GRANVILLE,-78.653,36.304,1.48428
37,79,NC,GREENE,-77.676,35.485,1.42312
37,81,NC,GUILFORD,-79.789,36.079,1.34022
37,83,NC,HALIFAX,-77.654,36.257,2.05455
37,85,NC,HARNETT,-78.869,35.369,1.67099
37,87,NC,HAYWOOD,-82.984,35.556,1.9196
37,89,NC,HENDERSON,-82.48,35.336,3.04023
37,91,NC,HERTFORD,-76.983,36.359,1.79856
37,93,NC,HOKE,-79.238,35.017,1.81161
37,95,NC,HYDE,-76.148,35.409,0.303322
37,97,NC,IREDELL,-80.873,35.809,2.00734
37,99,NC,JACKSON,-83.141,35.287,1.92429
37,101,NC,JOHNSTON,-78.366,35.518,1.35827
37,103,NC,JONES,-77.355,35.022,0.995985
37,105,NC,LEE,-79.172,35.475,1.55273
37,107,NC,LENOIR,-77.642,35.239,1.2179
37,109,NC,LINCOLN,-81.225,35.486,2.59327
37,111,NC,MCDOWELL,-82.049,35.681,1.84493
37,113,NC,MACON,-83.422,35.15,1.84969
37,115,NC,MADISON,-82.706,35.857,1.37533
37,117,NC,MARTIN,-77.111,35.84,1.34997
37,119,NC,MECKLENBURG,-80.834,35.248,1.31979
37,121,NC,MITCHELL,-82.164,36.013,1.44109
37,123,NC,MONTGOMERY,-79.906,35.332,1.31564
37,125,NC,MOORE,-79.482,35.311,1.68609
37,127,NC,NASH,-77.987,35.967,1.72907
37,129,NC,NEWHANOVER,-77.865,34.182,0.573231
37,131,NC,NORTHAMPTON,-77.399,36.417,1.98707
37,133,NC,ONSLOW,-77.417,34.709,0.698812
37,135,NC,ORANGE,-79.121,36.061,1.29911
37,137,NC,PAMLICO,-76.669,35.151,0.783831
37,139,NC,PASQUOTANK,-76.25,36.266,0.96424
37,141,NC,PENDER,-77.888,34.515,0.814518
37,143,NC,PERQUIMANS,-76.408,36.177,1.254
37,145,NC,PERSON,-78.972,36.39,1.34175
37,147,NC,PITT,-77.375,35.593,1.4184
37,149,NC,POLK,-82.17,35.279,2.792
37,151,NC,RANDOLPH,-79.806,35.71,1.25394
37,153,NC,RICHMOND,-79.748,35.006,2.02931
37,155,NC,ROBESON,-79.104,34.64,1.524
37,157,NC,ROCKINGHAM,-79.775,36.396,2.58377
37,159,NC,ROWAN,-80.524,35.639,1.62635
37,161,NC,RUTHERFORD,-81.92,35.402,2.61268
37,163,NC,SAMPSON,-78.371,34.991,1.02361
37,165,NC,SCOTLAND,-79.481,34.841,1.88484
37,167,NC,STANLY,-80.251,35.312,1.61992
37,169,NC,STOKES,-80.24,36.402,2.04737
37,171,NC,SURRY,-80.688,36.415,2.48226
37,173,NC,SWAIN,-83.496,35.484,2.2361
37,175,NC,TRANSYLVANIA,-82.799,35.202,2.50998
37,177,NC,TYRRELL,-76.168,35.873,0.339949
37,179,NC,UNION,-80.531,34.988,1.48057
37,181,NC,VANCE,-78.409,36.365,2.06357
37,183,NC,WAKE,-78.65,35.79,1.74959
37,185,NC,WARREN,-78.107,36.396,2.38121
37,187,NC,WASHINGTON,-76.569,35.839,0.729472
37,189,NC,WATAUGA,-81.697,36.231,1.55333
37,191,NC,WAYNE,-78.004,35.364,1.29862
37,193,NC,WILKES,-81.164,36.206,2.41849
37,195,NC,WILSON,-77.919,35.705,1.69251
37,197,NC,YADKIN,-80.665,36.161,2.53127
37,199,NC,YANCEY,-82.308,35.899,1.57788
38,1,ND,ADAMS,-102.528,46.097,1.97395
38,3,ND,BARNES,-98.071,46.936,1.48424
38,5,ND,BENSON,-99.365,48.069,1.34371
38,7,ND,BILLINGS,-103.376,47.023,2.19061
38,9,ND,BOTTINEAU,-100.833,48.792,1.39637
38,11,ND,BOWMAN,-103.52,46.113,1.99276
38,13,ND,BURKE,-102.518,48.791,1.40867
38,15,ND,BURLEIGH,-100.469,46.977,1.54905
38,17,ND,CASS,-97.248,46.933,1.70553
38,19,ND,CAVALIER,-98.465,48.772,1.14577
38,21,ND,DICKEY,-98.504,46.11,1.25606
38,23,ND,DIVIDE,-103.487,48.815,1.50759
38,25,ND,DUNN,-102.618,47.357,1.85438
38,27,ND,EDDY,-98.901,47.718,1.22969
38,29,ND,EMMONS,-100.24,46.286,1.70512
38,31,ND,FOSTER,-98.883,47.457,1.32247
38,33,ND,GOLDENVALLEY,-103.846,46.94,2.10137
38,35,ND,GRANDFORKS,-97.457,47.922,1.62023
38,37,ND,GRANT,-101.639,46.358,1.8278
38,39,ND,GRIGGS,-98.237,47.457,1.35716
38,41,ND,HETTINGER,-102.46,46.433,1.85971
